normalize_text,skor,label_single
saya tidak tau ini depresi atau tidak saya sudah tahun ini nangis diem2 saat semua tidur kadang emak sampai nanya kenapa mata kamu sembab ya cari alasan kadang lagi ketawa sama temen tiba tiba nangis dulu pernah pengennya kumpul sama temen sekarang sedikitpun tidak ada niat padahal kesepian rasanya mau nyerah terus tapi masih takut tuhan,0.668153105,Fear
anaknya depresi orang tua kurang ibadah,0.816496581,Sadness
pernah mengalami depresi sampai pernah memutuskan mengakhiri hidup 4x mengalami percobaan bundir karena depresi yang terus menerus tidak ada yang mau dengerin saya dkucilkan keluarga bahkan dianggap tidak ada,0.742781353,Fear
iya bang saya dulu pernah depresi gara   ada masalah orangtua dirumah saya selalu menyendiri jarang ikut kumpul orang   tidak banyak bicara dan saya pun pas waktu depresi itu saya marah   sangat marah apa yang ada didekatku saya banting saya lempar bang dan saya berteriak dihutan biar lega dihati alhasil apa zonk bang terus saya berniat berwudhu terus menjalankan yang apa disuruh tuhan swt yaitu sholat dan berzikir dan berdoa alhasil alhamdullah depresi dulu sampai sekarang udah hilang sekarang udah tidak lagi bang,0.650791373,Anger
depresi bisa bikin depresi obatnya juta an kemaren habis sampai belasan juta di di dari kampus anti sosial nggapunya temen,0.894427191,Sadness
kalau tidak sedih pas bapa meninggal itu gimana soal nya udah usaha nangis tidak bisa juga,0.5,Sadness
terkadang depresi muncul karena orang terdekat seperti keluarga misalnya,0.666666667,Sadness
kalau lagi depresi gimana cara hibur tmn,0.755928946,Sadness
saya heran sama bocil2 yang suka ngaku2 depresi biar dapet perhatian padahal depresi itu bukan buat main2,0.9701425,Sadness
di tahun aja 6jt mengidap depresi apalagi taun sekarang,0.666666667,Sadness
buat yang bilang depresi cuma rasa sedih kalian tidak tau rasanya pengin mengakhiri hidup,1.069044968,Anticipation
ya kali jawab nya lagi   depresi nih   tidak pernah itu gitu wkw,0.534522484,Sadness
kita beda bro kamu ngocok karena sange saya ngocok buat hilangin stres,0.577350269,Sadness
banyak orang2 yang koar2 di publik kalau mereka punya depresi tapi nyatanya tidak begitu malah yang benar2 punya hampir tidak pernah di utarakan kata   depresi   itu sebenarnya tidak segampang itu,0.707106781,Sadness
apakah anak kecil depresi itu drama doang,0.755928946,Sadness
aku sampai s1 aku depresi saat di tengah ujian penengahan apakah itu berlangsung lama,0.534522484,Sadness
aku hampir masuk di antara sarat depresi malah selama tahun inih saya hanya tertawa jika melihat orang yang menderita itu saya malah pengin ketawa terbahak bahak tapi saya selalu menahanyh apa depresi bisa di sebuhkan,0.676123404,Anticipation
aku tau aku telat nonton ini but buat yang depresi lagi sedih jangan nyerah jangan kebanyakan sedih lagi ya masih banyak kesenangan lain yang belum kamu rasain aja usahain buat cerita ke orang terdekat jangan di pendam sendiri lt,0.960768923,Joy
minimal saya mau nanya dong apakan ketika kita merasa trauma akan suatu kejadian seperti pelecehan sexual dan kesepian dan lain   mirip2 serti yang di video itu bisa di sebut depresi tidak,0.707106781,Sadness
depresi dalam mta orang edgy sikopey brokn hom,0.707106781,Sadness
gea depresi dan udah ngerencanain mau bunuh diri besok senin,0.632455532,Anticipation
kenapa anak anda merasa stress atau depresi ponsel pintar dahlah,0.632455532,Sadness
rasa cemas dapat bersifat normal dalam situasi yang menegangkan misalnya berbicara di depan umum atau mengerjakan ujian   rasa cemas hanya indikator penyakit jika perasaan menjadi berlebihan menguras tenaga dan pikiran serta mengganggu kehidupan sehari hari   inilah yang tidak di pahami dari kebanyakan orang orang di sekitar kita,0.714285714,Fear
saya si tidak kayanya saya jarang sedih,0.755928946,Sadness
orang lain depresi dipeduliin saya depresi   ah alay bet kamu jadi orang gausah banyak drama kamu  ,0.942809042,Sadness
di bully bertahun tahun bisa bikin depresi kah,0.707106781,Sadness
depresi yang sering ada di saya tugas sekolah,0.707106781,Sadness
berhenti bilang kepada orang yang depresi kalau dia cuma kurang ibadah,0.603022689,Sadness
aku di diagnosis sama psikolog anxiety dan depresi sedang lambat laun bener bener ganggu aktivitas mau ngerjain skripsi aja susah banget bisa kurang tidur bisa kelebihan tidur terkadang mau keluar dari pikiran pikiran ini selalu susah semoga teman teman yang mengalami hal yang sama sepertiku bisa dapat dipermudah dan menemukan solusi semangatt teman teman,0.816496581,Fear
jadi selama ini aku depresi,0.894427191,Sadness
my family u just need berdoa masih kecil tidak mungkin depresi,0.603022689,Sadness
yang banyak di indonesia kalau liat orang depresi malah di bilang ih lebay atau buat mereka makin depresi dengan   eh kamu mending   atau   ah gitu aja     kamunya sih yang kurang gini kurang gitu   yeah intinya lingkungan orang tocxis bikin penekanan jadi depresi,0.866025404,Disgust
kalau seseorang memendam rasa sakitnya sendiri apakah termasuk depresi,0.666666667,Sadness
dari tahun sampai sekarang moodku turun naik ngerasa hidup kosong tidak punya temen nolep kadang tiba tiba tremor cemas tidak tau kenapa takut keramaian dan malem susah tidur apa itu gejala depresi,0.883883476,Fear
ada yang bisa tolong aku sepertinya aku sedang depresi,0.666666667,Sadness
kurang gambalng pas jelasin depresi penjelasan terlalu meliuk2 bikin depresi,1.264911064,Sadness
aku pernah depresi pas aku umur tahun rasanya gimana gitu sedih mulu,1.154700538,Sadness
aku lagi sedih kucing saya mati nama nya mila dia udah umur tahun,0.554700196,Sadness
depresi yaitu gangguan jiwa pada seseorang yang ditandai dengan perasaan yang merosot seperti muram sedih perasaan tertekan,0.9701425,Sadness
tapi kalau penderita depresi yang udah tidak mau punya koneksi dan tidak mau ketemu sama orang orang terdekat sampai ngurung diri sendiri itu gimana yah terus kalau penderita depresinya tipe yang di deketin tapi malah jauh atau semakin curiga gitu gimana yah ada depresi sampai tidak mempermasalahkan nyawa atau tidak masalah kalau mati atau bundir ada tidak,0.529812943,Sadness
sebenarnya akhir akhir ini aku tertarik dengan topic d i s t i m i a dari apa yang aku pahami distimia itu depresi berkepanjangan minimal tahun tapi apa distimia dan depresi itu berbeda,0.685994341,Sadness
saya membutuhkan pertolongan saya merasa sedang ada di fase depresi,0.632455532,Sadness
tapi saya lebih sering terasa   kosong   daripada sedih apakah saya emang betul   depresi,1.0,Sadness
hadeh saya fiks lagi depresi,0.894427191,Sadness
admin saya ini tidak tau apakah saya depresi atau gimana saya tidak ada keinginan melakukan kegiana aktivitas sehari   badan rasanya selalu cape padahal tidak ngapa   ini susah tidur kalau malam padahl tidak mikirin apa   hati rasanya sesak tidak tau kenapa pengin nangis terus tidak tau sebabnyaa lelah aja gitu kenapa ya minimal minta solusi minimal capek gini terus,0.51214752,Anticipation
video ini di buat sebelum kita mengenal covid sekarang jaman pandemi gini banyak banget yang depresi,0.5,Trust
penderita depresi 6jt orang sekarang,0.894427191,Sadness
sedih banget saya mengalami fase ini setelah seseorang membully saya rasanya sedih kecewa tidak ingin kesekolah ingin mengurung diri saya baru tahu yang saya alami adalah depresi selama bulan disekolah saya tidak pernah bersemangat nilai saya pun sempat turun drastis tapi setahun kemudian saya bertekad agar menghilangkan depresi tersebut teman saya takut pada yang membully saya mereka hanya mendukung dibelakang untungnya saya bisa menguatkan hati dan sekarang fase depresi tersebut sudah terkurangi semenjak tidak sekelas dengan yang membully saya hati saya sangat ringan,1.0976426,Fear
siapa yang depresi setiap hari dijauhi teman kakek nenek meninggal bibi meninggal merasa kesepian ketka diluar ketawa terbahak bahk bercanda di dalam sedih kesepian bersalh trauma,1.568929081,Disgust
saya lagi depresi berat dan baru kali ini youtube merekomendasikan video ini setelah setahun,0.534522484,Sadness
susah tidur tidak napsu makan suasana hati tidak jelas tidak bisa bergaul sama orang selalu pengin sendiri dab selalu berfikir buat bunuh diri termasuk depresi atau capek mental,0.755928946,Anticipation
kalau gampang depresi jangan tinggal di indonesia depresi malah di ruqyah ya tambah depresi,1.603567451,Sadness
saya aja seumur hidup saya sampai sekarang depresi yang penting semangat hidup aja,0.554700196,Sadness
gimana ya cara orang bisa tidak depresi lagi,0.707106781,Sadness
jangan sedih doang gitu aja sih terkadang bisa menghilang dengan ngejoke saya pernah juga,0.534522484,Sadness
mungkin banyak sedih dan ketidak mampuan untuk hidup atau mungkin kurang nya perhatian dari seseorang,0.516397779,Sadness
alasan aku depresi karena aku malu sama masa lalu saya yang terlalu memalukan,0.554700196,Sadness
benarkah orang depresi tidak selalu terlihat murung atau sedih bahkan ada yang menutupi dengan keriangan candaan seperti banyak artis2 hollywood yang bunuh diri itu,0.816496581,Sadness
di tempatku depresi di anggap alay,0.816496581,Sadness
lalu minimal setiap kali kita merasa sedih lalu kita selalu mencoba menghibur diri sendiri dengan melakukan hobi kita atau nonton film komedi agar sedikit dapat melupakan kesedihan yang dialami apakah itu langkah yang tepat dapatkah kesedihan yang mendalam yang secara terus menerus dirasakan dapat menyebabkan depresi,0.589767825,Sadness
kata orang tua saya depresi itu orang gila di jalanan v,0.603022689,Sadness
kok saya malah sedih ya wkwk,0.816496581,Sadness
berarti saya sudah sekitar tahun depresi semenjak lulus kuliah,0.666666667,Sadness
halo admin neuron bahas gangguan cemas gad dong,0.707106781,Fear
temen saya depresi kalah push rank,0.816496581,Sadness
entah kenapa saat kesepian aku selalu melihat cermin dan merasa senang walaupun itu hanya pantulan,0.516397779,Joy
hah kalian sedih jangan sedih kawan nah eskrim buat kao edit dan ingat kawan dia cuman ngejelasin apa itu depresi dan dengan senangnya orang komen panjang panjang cuman buat adu nasib bodoh,1.060660172,Joy
saya sangat sedih setiap hari,0.894427191,Sadness
saya depresi tapi saya b aja,0.816496581,Sadness
kak kalau kita merasa campur aduk antara sedih sepi ataupun merasa aneh dengan perasaan sendiri apakah ini termasuk depresi,0.917662935,Sadness
saya kok bahagia saat depresi ya hahahah,0.755928946,Joy
saya kira sedih yang bener bener sedih banget,1.414213562,Sadness
ternyata banyak yang depresi di kolom komentar,0.755928946,Sadness
depresi banget kena body shaming sama keluarga sendiri,0.707106781,Sadness
saya depresi nonton anime animenya sad ending saya makin depresi,1.264911064,Sadness
serius tanya ngurung diri nangis gajelas gasuka keramaian banyak omong kalau ketemu orang yang menurutnya cocok tapi kadang diam juga takut ketemu orang lain tidak bisa tidur tenang gasuka melakukan hal2 lain mood2an dalam sekejab udah murung apa hal tersebut bisa di klaim depresi menurutku depresi tidak bisa d selamatkan itu bukan karena tidak ada obatnya hanya orang lain terlalu menyepelekan penyakit ini makanya orang yang depresipun tidak bisa di sembuhkan karena orang lain bersikap menyepelekan dan tidak bisa mengajak yang depresi merasa aman orang depresi butih tempat cerita dan orang yang mendengarkan bener2 ngedengerin biarpun si orang yang dpresi ini tidak tau perasaannya sebenarnya sedang merasa apa hanya butuh tempat curhat dan jawaban2 yang sesuai tidak nyakitin hati kadaang menyarankn untuk ke pskiater termasuk menyakitkan juga,0.798620858,Fear
apa perbedaan depresi dengan skizofrenia,0.894427191,Sadness
depresi itu bener2 suram dan rumit saya didiagnosa mengalami depresi pasca perselingkuhan fisik dan mental benar2 habis tiba2 menangis di situasi normal dan lain lain hari tidak tidur tanpa sadar cenderung menyakiti diri sendiri rasa bersalah berontak merasa orang lain selalu membicarakannya tanggung jawab yang besar untuk menjalani hidup sebagai manusia normal intinya dinding tebal itu benar2 harus dihancurkan ada orang yang bisa menghancurkan dindingnya sendirian ada yang benar2 butuh orang lain dan dari riwayat itu tanpa disadari saya ternyata depresi,0.888888889,Sadness
sepertinya saya lagi depresi tapi sepertinya orang depresi membantu orang yang depresi itu adalah ide yang tidak buruk juga v,1.341640786,Sadness
bilang tapi cuman dianggap halah tidak mungkin aku lebih depresi yang seharusnya depresi bukan kam tapi aku kata merka,0.917662935,Sadness
orang depresi cuma butuh didengarkan tidak minta pendapat andai orang paham soal ini dan tidak tertawa seakan akan masalahnya sepele bilang kurang bersyukur kurang iman dan sebagainya kita manusia biasa yang bisa jatuh mentalnya kapanpun itu jangan samakan dengan yang derajat keimanannya lebih tinggi beda kita bukan manusia seperti itu jangan munafik lah akui saja jika imanmu lemah maka kamu lebih sering kesepian,0.503952631,Joy
wah saya depresi sudah lah,0.894427191,Sadness
orang tua saya suka bilang kalau depresi itu orang gila terus harus masuk rumah sakit wha,0.5,Sadness
obat dari gejala depresi ya nyabu,0.816496581,Sadness
siapa disini yang depresi sampek pengin mati,0.755928946,Anticipation
depresi itu ketika kita punya pikiran seperti ini aku harus mati jika aku tidak sukses,0.774596669,Sadness
jika si a merasakan sedih yang mendalam namun tidak ada alasan untuk sedih apakah itu gejala depressi,0.9701425,Sadness
sebagai orang yang pernah mengalami depresi aku tau jelas gimana rasanya kami yang mengalami depresi butuh dorongan butuh tempat mengatakan bukannya solusi yang bersifat meremehkan dan tidak perduli meskipun kalian tidak mau memberikan saran dan dorongan cukup dengarkan kami merasa lebih baik ketika usai menceritakan dan diantara banyak orang didekat kami kami akan memilih satu sebagai orang yang paling kami percaya buat kamu yang masih terjebak dalam lingkaran hitam depresi semua bakal baik baik saja everything gonna be ok tidak perlu takut buat terbuka sama orang yang kalian percaya aku juga pernah mengalami tidak perlu takut ayo bangkit berdiri aku disamping kamu temenin kamu jalan dan bangkit tidak masalah kalau lelah kita istirahat oke semangat,0.742781353,Fear
aku tidak suka hidup di kehidupan sosial sih aku sering cari teman atau sahabat online yang selalu ada buat aku aku emang kesepian terus baru nyari sahabat bentar udah hilang terus bagi aku sahabat aku yang sangat membantu aku justru aku suka nangis sendiri nyakitin aku dengerin lagu tapi pertanyaannya itu termasuk gejala penyakit depresi tidak,0.534522484,Fear
dulu pernah berobat ke psikiater sambil menunggu dokter nya datang eh perawat nya pada bilang n liat nya seperti aneh gitu ke saya mereka juga bilang   heh stress bawa senang2 aja banyakin brsyukur   kebetulan mmh juga nemenin terus ikut2an ngeiyain kata perawatnya mereka tidak ngerasain aja gimana rasanya depresi cuma ngejudge liat luarnya doang sedih sih ya rasanya masih banyak yang tidak peduli depresi cuman dianggap   lemah kurang bersyukur iman tidak kuat   istilag kasarnya   mengada2 supaya diperhatiin   doang padahal aah shit susah bilang nya,0.632455532,Anger
banyaknih anak2 tahun self diagnose depresi tapi kenyataanya mereka cuman males tiap hari main game terus pas dimarahin orang tua pasang status wa   pengin mati hidup kayak gini amat     broken home   taik lah yang benar depresi aja tidak berani kayak gitu malu maluin umat kamu,0.571428571,Anger
saya depresi karena j2 prime,0.894427191,Sadness
aku sedang depresi tapi aku hanya bisa fake smile senyum fake itu,0.577350269,Sadness
kalau di indonesia depresi dibagi menjadi tingkat severitas berdasarkan ppdgj pedoman penggolongan diagnostik gangguan jiwa tingkat severitas ini dilihat dari seberapa besar pengaruh depresi ke aktivitas sehari hari jadi kalau belum berdampak mungkin masuk ke kategori ringan intinya adalah siapapun yang merasa depresi jangan didiamkan coba cari bantuan atau telpon lalu klik pandemik seperti ini dapat membuat orang orang lebih mudah depresi untuk para lansia depresi juga bisa disertai dengan keluhan somatik rasa pegel nyeri tidak enak badan,1.132277034,Sadness
pasti setiap hari saya depresi,0.894427191,Sadness
ketika ada yang bilang depresi malah dibully miris,0.707106781,Sadness
kadang kebanyakan orang disosmed sedih dikit aja udah bilang depresi lah pengin suicide lah padahal banyak hal positif yang bisa dilakukan dan masa depan mereka itu cerah,0.769800359,Anticipation
aku ngalamin depresi mungkin udah sekitar atau tahun ini cuma tidak pernah ngomong ke orang tua dulu pernah coba ngomong ke orang tua tapi malah responnya   ngapain depresi2 dikeluarga kita tidak mengenal depresi   jadi waktu itu pernah ngalami depresi parah sekitar minggu dan selama minggu itu aku insom sampai tidur jam atau pagi tidak selera makan tiap malem nangis tiba   merasa tidak berguna ngata2in diri sendiri mood naik turun alhasil berat badan turun drastis dan iya itu depresi terberat dan terburuk yang pernah kualami ya,0.959403224,Sadness
dan apa jadinya bila yang menonton video ini adalah yang menderita depresi merasa tersentuh menyedihkan terharu,0.5,Sadness
saya malah percaya ganja bisa jadi obat buat depresi,0.666666667,Trust
banyak yang ngaku depresi padahal sebenarnya cuman sekedar sedih biasa atau capek sama kesibukan mereka bukan karena depresi benar dan yang mengklaim dirinya depresi pun bukan ahli kejiwaan melainkan karena self diagnosa saya bingung sama orang seperti itu yang benar depresi aja tidak suka dengan situasi depresi itu dan ingin sembuh lah ini normal ngaku depresi berlindung di balik self diagnosa nya malah,1.763834207,Anticipation
ingin bertemu dengan professional tapi dana belum ada ketika mencari pertolongan ke teman selalu tidak jadi karena tidak mau merepotkan mereka pemikiran2 buruk setiap hari membuat sakit kepala dan bahkan tangan menjadi tremor setiap kali menahan menangis perasaan ketakutan terus mengganggu takut akan segala hal saya tidak tau apakah ini depresi atau bukan karena saya tidak mau sampai depresi,0.520755644,Fear
beda kamu ya stress sama depresi,0.816496581,Sadness
gimana ya saya tidak mau nge self diagnosis diri saya sendiri itu depresi karena depresi itu tidak main main tapi dari tanda tanda nya itu tetap aja ngarahnya ke sana saya pikir pikirin lagi apa yang salah sama diri saya baliknya salah saya juga,0.603022689,Sadness
depresi itu berawal dari penolakan kita terhadap suatu energy kejadian yang tidak sesuai keinginan sehingga kita kehabisan tenaga untuk terus menolaknya padahal jika di terima saja justru mental akan semakin kuat dan sehat berpikir jadi lebih mudah tidur terasa nyaman makan lebih nikmat wajah awet muda intinya apapun yang telah akan terjadi belajarlah untuk menerimanya karena kekuatan mental kita terbentuk melalui kerasnya tekanan masa masa sulit seperti itu menciptakan pikiran yang kuat,0.707106781,Trust
saya termasuk bagian dari depresi,0.894427191,Sadness
buat yang lagi depresi buka lah mata kamu dan lihatlah dunia berkumpulah bersama orang2 dan bercandalah bersama mereka buat lah dirimu tertawa dan bahagia i know it s hard but i know kamu bisa di it cause u r spesiallll jangan pernah merasa kesepian putus ada dan sedih ya karena itu akan membuat kamu semakin terpuruk buat lah dirimu santai anggap lah diri kamu bahagia walau tidak karena itu akan membuat kamu merasa lebih baik i kamu feel bad kamu bisa tell saya d im siapa to listen kamu komen dan i wanna be kamu friend so tetap mangattssss ikutilah kemana angin menghembuskan kamu jika badai datang beristirahat lah dan bangkit lagi ketika badai telah berlalu,0.554700196,Trust
akhirnya sudah tau penyebab waktu itu kaya sedih terus selama atau minggu setelah nenek meninggal,0.516397779,Disgust
bisa tidak sih orang depresi tapi dia tidak sadar,0.666666667,Sadness
apakah cinta mampu menyelamatkan seseorang dari depresi,0.755928946,Sadness
saya depresi karena penyakit adakah yang sama,0.755928946,Sadness
saya cerita tentang orang yang bunuh diri karena depresi ke emak saya eh malah dibilang itu mah kurang iman aja dia tidak ngerti mental orang beda2 saya aja depresi berat karena sering dibully dikucilkan saudara sendiri boke kehilangan pekerjaan rasanya pengin cepat pergi dari dunia ini lalu bereinkarnasi menjadi kebalikan dari semua ini,0.68680282,Anticipation
disini depresi auto dakatain anak nolep kan ajg,0.707106781,Sadness
saya yang lagi depresi dan teman temanku cuman bilang semangat doang padahal itu doang tidak cukup,0.5,Sadness
apakah keluhan yang seperti ini salah satu ciri2 depresi pendengaran menjadi kurang jelas lemot dalam berfikir kalau bicara suka tidak fokus suka nangis tiba2 susah tidur,0.588348405,Sadness
orang orang banyak orang yang salah kaprah antara depresi dan frustasi miris,0.577350269,Sadness
depresi boleh bunuh diri jangan,0.894427191,Sadness
depresi karena lupa tuhan ingatlah selalu sang pencipta tidak ada kata depresi dan dmanapun ingat biar kamu beruntung,0.942809042,Sadness
pada dasarnya depresi itu terbagi menjadi dua bagian yaitu depresi reaktif dan depresi endogenus saya membaca buku dengan judul coping with depression karya j maurus,1.2,Sadness
sangking depresi w mau bunuh diri uyy v,0.707106781,Sadness
kesehatan mental memang tidak bisa diremehkan anda harus segera mengunjungi psikiater saat kita mengalami depresi kita memang sangat membutuhkan teman yang siap mendengarkan cerita kita karena itu akan membuat kita merasa lebih baik nah bagi teman teman yang sedang dalam keadaan susah dan sedih sehingga mengalami depresi saya siap menjadi pendengar yang baik bagi kalian bagi yang ingin bercerita dan curhat bisa kalian katakan pada kolom komentar saya saya akan membaca dan memahami masalah kalian sehingga itu membuat kalian merasa lebih baik salam sehat tetap semangat dalam menjalani hidup walaupun dalam keadaan covid ini iya tuhan yesus memberkati,0.707106781,Anticipation
semua tanda tanda depresi ini mirip seperti diri saya,0.666666667,Sadness
saya depresi dan saya tidak tau harus apa fuckkkk this fucking moment pices shit ashole,0.516397779,Anger
kalian bilang kalian depresi sehingga kalian tidak sadar kalau kalian self diagnose,0.577350269,Sadness
saya depresi malah di ktwain dan di bercandain oleh keluarga saya,0.603022689,Sadness
aku anak depresi ya mungkin karena diri saya sendiri biang masalah dan orang tua saya tidak pernah belain aku aku murung dan hampir nangis   apaan sih cemberut bikin kesel aja deh sok depresi lah sok ini lah lebay jijik aku lahirin kamu   dan aku selalu ngerasa mamah papah sayang nya cuman pada adek pertama saya,0.529812943,Anger
kritea depresi yang ke saya tidak ngalamin tapi selain kritea kedua saya ngalamin saya tidak pernah nujukin kalau saya sedih karena pasti saya akan di bilang cengeng lebay banyak yang lebih dari kamu depresi seperti di anggap remeh padahal tidak sama sekali fake smile sudah biasa buat kalian yang mengalami depresi semangat yah mereka tidak tau gimana rasa sakit kita,1.032795559,Sadness
aku kemarin ke psikolog lalu di beri obat anti depressan sama obat penen di biar tidak cemas sama mudah tidur fluoxetine sama clobazam tapi aku masih bingung diminum apa tidak menurut kalian gimana,0.522232968,Fear
aku mungkin bukan depresi aku hanya cape hidup disekitar orang yang tidak mengerti aku mempedulikan aku selalu disalah kan terkadang aku bingung apa aku gunanya aku hidup di dunia ini aku lelah aku ingin seperti anak anak lain yang hidup bahagia aku sudah menemukan kebahagian aku sendiri tapi kebahagiaan saya itu membuat orang orang disekitar saya semakin membenci saya aku lelah,0.51214752,Joy
sering banget kalau orang depresi sudah pgn mati sudah tidak kuat sudah pgn nyerah orang   bukannya nge support malah bodoh amat nganggapnya cuman bercanda dan pasti yang bener bener depresi itu terkadang selalu tidak dianggap sedangkan yang pura   depresi dapet banyak empati saya bener   bingung sama manusia yang acting dikasi empati yang bener   diabaikan maunya apasi kita orang   depresi cuman pengin didengerin diperhatiin dianggap dan bukan diabaikan bahkan sampai di bully ada yang dengar pun cerita kita mereka malah bilang   dekatkan diri ke tuhan     rajin ibadah biar tenang     kamu kurang iman coba deh ibadah   justru itu penyebab kita tidak beriman adalah depresi bukannya kurang iman menyebabkam depresi please ngertiin dong kita cuman pengin diperlakukan selayaknya bukan diabaikan,1.060660172,Fear
kalau aku depresi dan marah biasa nya mukul kepala sendiri this adalah real,0.554700196,Anger
kak mau tanya ini termasuk depresi tidak sifat berubah yang awalnya pecicilan sama bawel jadi suka diem dan bengong selalu kepikiran masalah merasa kesepian padahal banyak orang merasa tidak guna merasa bersalah soalnya aku ngalamin itu,0.666666667,Sadness
saya selalu merasa sedih dan sangat sedih sekali sering sekali mencoba untuk bunuh diri di saat melakukan itu saya teringat seorang ibu sayang sama aku,0.8,Sadness
bagaimana sendiri keluar dari depresi bertahun tahun,0.755928946,Sadness
bang saya pernah sedih banget,0.894427191,Sadness
ternyata selama ini aku benar benar depresi padahal dulu aku anaknya ceria sekarang semenjak masuk sampai aku jadi seperti sekarang pendiam suka sedih sendiri kadang aku sering menganggap pena atau barang yang lain itu hidup dan bicara dengan benda yang aku pegang,0.6172134,Sadness
depresi karena tidak ada yang peduli,0.816496581,Sadness
gimana nih aku ngalamin depresi takut sama setan dan takut mati gimana ini penjelasanya,0.534522484,Fear
aku anak tunggal broken home mamaku tidak kerja aku menghidupi ibu amp nenekku bayar listrik makan uang obat nenek 5juta bayar hutang mamaku 1jt karena saya kerja diluar kota aku kos 700rb belum makan sebulan aku 500rb bensin 100rb bulan aku sehari kerja 2x jam 9pagi 7malam di kantor jam 9malam 2pagi jadi spg flyer di bar hidupku susah aku depresi tapi terkadang keadaan keluargaku bikin saya down aku pernah ke psikiater katanya aku Cuma butuh istirahat kalau saya istirahat bill bulananku tidak bisa kebayar aku tidak bisa nabung aku tidak bisa beli rumah impian kadang pengin mati tapi saya tidak bisa ninggalin ibu amp nenekku apakah ada solusi,0.6704784,Disgust
pernah tidak sih udah keluar dari depresi dateng lagi yang lebih berat jujur nih saya dulu depresi tapi tidak berani nyayat diri entah berani dari mana saya yang sekarang malah biasa aja buat nyayat diri saya mau minta tolong tapi tidak tau apa yang mesti ditolongin sesek banget cape,0.571428571,Sadness
depresi karena orang yang sering komen l0g1n itu gimana v,0.632455532,Sadness
kunci depresi yaitu   santai amp positif thinking  ,0.666666667,Sadness
aku depresi sampai tidak naik kelas dan itu tambah membuat depresi sampai sekarang pun masih dan sekarang lagi2 aku ada masalah yaitu di keluarin dari sekolah aku sebagai guru waktu itu karana terlalu depresi aku jadi tidak bisa melakukan aktifitas berat dan berantakan jadinya di keluarin too tidak apa apa yang penting selagi tuhan masih ada buat kita itu tidak masalah,0.76822128,Sadness
ternyata selama ini saya depresi ya,0.816496581,Sadness
aku tidak tau aku depresi atau tidak tapi gejalanya hampir mirip semoga tidak,0.554700196,Anticipation
pernah dengar cerita seorang gadis berumur 14tahun yang depresi lalu bunuh diri di apartemennya dari lantai sambil melakukan langsung streaming di akhir langsung streamingnya dia berkata tertawa tertawa tertawa edited saya depresi dan tidak ada yang mau mendengarkan saya,0.640512615,Sadness
saya suka minder ktemu orang banyak terutama keluarga karena saya belum kerja terus saya itu sekarang lebih sensitif terhadap omongan orang apa itu depresi,0.612372436,Sadness
buka ini gara2 udah berniat bunuh diri nngis capek stres,0.632455532,Sadness
kdng ngerasa sendiri padahal di tempat rame emosi sedih kdng timbul secara mendadak dari sampai sekarang masih punya pikiran mau mati,0.872871561,Sadness
lagunya loh bikin orang depresi tambah depresi merasa kosong gitu lagunya,1.206045378,Sadness
terkadang cerita sedih kita didengerin aja itu udah obat terbaik yang pernah saya rasakan tapi setiap curhat orang ngeremehin lah selalu nganggap rintangan orang depresi ringan lah padahal semuanya tidak se sederhana itu,0.696310624,Fear
aku baru saja di diagnosa setelah memberanikan konseling dengan psikolog rasanya sedih ketika tahu ternyata selama sebulan perubahan mood yang drastis dan kesedihanku berarti aku mengalami depresi tapi sisi baiknya aku merasa beruntung karena ini masih depresi ringan dan aku jadi tahu apa yang sedang terjadi dalam diriku aku sangat menga di kalian yang sedang merasa ini dan sudah menonton video ini merasa diagnosanya tepat jangan self diagnosed setidaknya kalian tahu kalian sedang tidak apa apa jadi segeralah cari pertolongan profesional aku akan memulai terapi minggu depan semoga dilancarkan ya,0.632455532,Joy
aku depresi n lagi dalam fase ini dan tidak ngerti harus gimana sebenarnya,0.554700196,Sadness
i hate my self aku depresi dari aku kecil sejak kecil aku sudah pengin bunuh diri menikah dan punya anak tidak menghilangkan rasa depresi orang tua tidak peduli sejak kecil sering dimarahi dilabel negatif dibanding2in dengan anak yang lain itu sungguh menyakitkan sampai sekarang tidak ada yang bener2 tahu kondisi aku,0.560112034,Anger
saya tidak tau ini orang   di komen pada depresi benar atau cuman mau sok edgy,0.5,Sadness
aku depresi tapi dianggap biasa sama keluarga serta teman2 saya,0.632455532,Sadness
saya sudah lama depresi sampai membuat saya linglung sampai tidak bisa melakukan aktivitas sehari hari,0.516397779,Sadness
beda depresi dan anxiety depresi sedih karena kejadian masa lalu anxiety takut yang terjadi di masa depan,1.45521375,Fear
depresi memang masalah serius banget tapi kadang mikir depresi jadi masalah yang sangat biasa ketika semua orang mengalaminya hmph,0.917662935,Sadness
aku lihat cirin2nya sama yang sedang aku alami sekarang aku depresi pemikiranku gimana caranya mengakhiri hidup,0.5,Sadness
tempat bersandar dan berkeluh kesah lah yang paling dibutuhkan saat seseorang depresi,0.577350269,Sadness
apakah depresi itu identik dengan perasaan sedih terus apakah seseorang yang depresi biasa lebih sering menunjukkan bahwa dia bahagia dengan hidupnya namun sebaliknya mohon di jawab ya kak,1.133893419,Joy
sering liat anak sosoan sadboi depresi biar keliatan keren apa sih bangganya kena depresi,1.069044968,Sadness
